name,unicode,keywords,definition
footprints,U+1F463,print footprint clothing,"Two human footsteps,  showing the outline of both feet, including all five toes. Footprints was approved as part of Unicode 6.0 in 2010 and  http://emojipedia.org/footprints/"
alembic,U+2697,tool chemistry,"A spherical vessel with a long, downward pointing neck. Used for distilling liquids. Appears like an oddly-shaped vase containing blue liqui http://emojipedia.org/alembic/"
woman’s boot,U+1F462,boot woman shoe clothing,"A tall boot worn by women, featuring a zip at the top, and a slight heel Woman’s Boot was approved as part of Unicode 6.0 in 2010 under the  http://emojipedia.org/womans-boots/"
balance scale,U+2696,tool libra justice weight balance zodiac scales,"Balance scales which are commonly used in reference to the scales held by Lady Justice, representing the weighing of evidence. Balance Scale http://emojipedia.org/scales/"
woman’s sandal,U+1F461,sandal woman shoe clothing,"A sandal worn by a woman in summer, spring, or other weather that suits open-toed footwear. Has a heel at the back providing additional heig http://emojipedia.org/womans-sandal/"
medical symbol,U+2695,staff medicine aesculapius,A symbol displaying of a rod with a snake entwined around the outside in a downward-spiral shape. Associated with medicine and health care s http://emojipedia.org/staff-of-aesculapius/
high-heeled shoe,U+1F460,heel woman shoe clothing,"A high-heeled shoe worn by women to office jobs and social occasions. Shown in different colors across  artwork by Apple (red), Google (pink http://emojipedia.org/high-heeled-shoe/"
crossed swords,U+2694,weapon swords crossed,Crossed Swords was approved as part of Unicode 4.1 in 2005 and added to Emoji 1.0 in 2015. Copy and paste this emoji: Copy http://emojipedia.org/crossed-swords/
anchor,U+2693,tool ship,"A metal device, dropped out of a boat to prevent it drifting away from the current location. An anchor also refers to a place on a webpage t http://emojipedia.org/anchor/"
hammer and pick,U+2692,hammer tool pick,Hammer and Pick was approved as part of Unicode 4.1 in 2005 and added to Emoji 1.0 in 2015. Copy and paste this emoji: Copy http://emojipedia.org/hammer-and-pick/
running shoe,U+1F45F,sneaker athletic shoe clothing,"A sneaker – a comfortable shoe used in sports such as tennis or golf, or for fashion purposes. Running Shoe was approved as part of Unicode  http://emojipedia.org/athletic-shoe/"
man’s shoe,U+1F45E,shoe clothing man,"A shoe worn by a man, to work, dinner, or another occasion that requires footwear. Unlike womens shoes, this shoe is likely to be comfortabl http://emojipedia.org/mans-shoe/"
clutch bag,U+1F45D,bag pouch clothing,"A small pouch, somewhere between the size of a handbag, and a purse. Clutch Bag was approved as part of Unicode 6.0 in 2010 under the name “ http://emojipedia.org/pouch/"
handbag,U+1F45C,purse bag clothing,"A handbag, used predominantly by women to carry personal items and/or as a fashion accessory. The style of this emoji varies greatly by plat http://emojipedia.org/handbag/"
purse,U+1F45B,coin clothing,"A place to keep coins and perhaps notes of money, for females. The male equivalent would be a wallet. Purse was approved as part of Unicode  http://emojipedia.org/purse/"
woman’s clothes,U+1F45A,woman clothing,"A blouse worn by women in a neat-casual setting. Shown in pink on Apple devices, yellow on Android, and purple on Twitter. Similar to the to http://emojipedia.org/womans-clothes/"
bikini,U+1F459,swim clothing,"A two-piece bikini, worn at the beach, pool, or on vacation at a tropical destination. Shown in a variety of colors and patterns across diff http://emojipedia.org/bikini/"
jeans,U+1F456,pants trousers clothing,"Denim jeans, worn by men or women. A popular form of casual trousers worn by the runner emoji in Apple's emoji artwork Jeans was approved as http://emojipedia.org/jeans/"
t-shirt,U+1F455,shirt clothing tshirt,"A plain t-shirt, that can be worn by men or women. Displayed as a blue polo shirt on iOS, Facebook and Firefox OS. A white t-shirt on Androi http://emojipedia.org/t-shirt/"
glasses,U+1F453,eye eyewear clothing eyeglasses,"Prescription glasses, shown with a variety of frames, depending on platform. Glasses was approved as part of Unicode 6.0 in 2010 under the n http://emojipedia.org/eyeglasses/"
woman’s hat,U+1F452,hat woman clothing,"A hat worn by women for sun protection, or for fashion. The Apple version of this hat is made of straw and has a green bow on the front. Goo http://emojipedia.org/womans-hat/"
crown,U+1F451,king queen clothing,"A gold crown with jewels on the sides. Representative of a King, Queen, or other form of Royalty. Crown was approved as part of Unicode 6.0  http://emojipedia.org/crown/"
open hands,U+1F450,hand open,"Two open hands, representing openness. Sometimes used as a hug, or as a display of jazz hands. Open Hands was approved as part of Unicode 6. http://emojipedia.org/open-hands-sign/"
clapping hands,U+1F44F,clap hand,"Two hands clapping emoji, which when used multiple times can be used as a round of applause. Clapping Hands was approved as part of Unicode  http://emojipedia.org/clapping-hands-sign/"
thumbs down,U+1F44E,thumb hand -1 down,A thumbs-down gesture indicating disapproval. Thumbs Down was approved as part of Unicode 6.0 in 2010 under the name “Thumbs Down Sign” and  http://emojipedia.org/thumbs-down-sign/
thumbs up,U+1F44D,up thumb hand +1,A thumbs-up gesture indicating approval. Thumbs Up was approved as part of Unicode 6.0 in 2010 under the name “Thumbs Up Sign” and added to  http://emojipedia.org/thumbs-up-sign/
OK hand,U+1F44C,hand ok,"Index finger touching thumb to make an open circle. Represents “I’m okay” or “yes, that’s correct / good”. OK Hand was approved as part of U http://emojipedia.org/ok-hand-sign/"
waving hand,U+1F44B,hand waving wave,A hand waving to say “hello” or “goodbye”. Waving Hand was approved as part of Unicode 6.0 in 2010 under the name “Waving Hand Sign” and add http://emojipedia.org/waving-hand-sign/
wheelchair symbol,U+267F,access,"The international symbol of access, used to denote a facility which has been designed with wheelchair users in mind. Appears as a blue sign, http://emojipedia.org/wheelchair-symbol/"
oncoming fist,U+1F44A,hand fist punch clenched,"A fist displayed in a position to punch someone, or to fist-bump another person. Shown as a right hand on all supported platforms. An equiva http://emojipedia.org/fisted-hand-sign/"
recycling symbol,U+267B,recycle,"The universal recycling symbol, featuring three arrows pointing clockwise in a triangular formation. The word “black” in the official name i http://emojipedia.org/black-universal-recycling-symbol/"
backhand index pointing right,U+1F449,point hand backhand index finger,Index finger pointing to the right. Backhand Index Pointing Right was approved as part of Unicode 6.0 in 2010 under the name “White Right Po http://emojipedia.org/white-right-pointing-backhand-index/
backhand index pointing left,U+1F448,point hand backhand index finger,Index finger pointing to the left. Backhand Index Pointing Left was approved as part of Unicode 6.0 in 2010 under the name “White Left Point http://emojipedia.org/white-left-pointing-backhand-index/
backhand index pointing down,U+1F447,point hand backhand index finger down,Index finger pointing downward. Backhand Index Pointing Down was approved as part of Unicode 6.0 in 2010 under the name “White Down Pointing http://emojipedia.org/white-down-pointing-backhand-index/
backhand index pointing up,U+1F446,up point hand backhand index finger,"Index finger pointing upward, showing the back of the hand while doing so. Backhand Index Pointing Up was approved as part of Unicode 6.0 in http://emojipedia.org/white-up-pointing-backhand-index/"
eyes,U+1F440,eye face,"A pair of eyes, glancing slightly to the left on most platforms. The Google version of this emoji previously showed only a single eye, despi http://emojipedia.org/eyes/"
paw prints,U+1F43E,paw print feet,"Paw prints left by a dog or cat, possibly after wandering through paint. Paw Prints was approved as part of Unicode 6.0 in 2010 and added to http://emojipedia.org/paw-prints/"
pig nose,U+1F43D,nose face pig,A pig’s snout / nose. Pig Nose was approved as part of Unicode 6.0 in 2010 and added to Emoji 1.0 in 2015. Copy and paste this emoji: Copy http://emojipedia.org/pig-nose/
panda face,U+1F43C,face panda,A panda’s head. Panda Face was approved as part of Unicode 6.0 in 2010 and added to Emoji 1.0 in 2015. Copy and paste this emoji: Copy http://emojipedia.org/panda-face/
bear face,U+1F43B,face bear,"A cute bear face, displayed more like a teddy bear emoji than an accurate depiction of a real bear. Bear Face was approved as part of Unicod http://emojipedia.org/bear-face/"
wolf face,U+1F43A,wolf face,"A wolf shown with gray fur, black nose, and pointed ears on most platforms. Appeared like a yellow-brown dog on iOS until November 2016, but http://emojipedia.org/wolf-face/"
hamster face,U+1F439,pet face hamster,"A cute hamster, with pink ears, orange over half its face, and white/gray for the other part of the face. Has three whiskers on each side. H http://emojipedia.org/hamster-face/"
frog face,U+1F438,frog face,"A frog emoji, showing the green face of a frog, with large eyes and mouth. Sometimes used in conjunction with the ???? hot beverage to symbo http://emojipedia.org/frog-face/"
pig face,U+1F437,face pig,"A pig’s head, distinct from the pig emoji, which shows the full pig body. Displayed forward-facing, with a distinctive snout. Pig Face was a http://emojipedia.org/pig-face/"
dog face,U+1F436,pet dog face,"The face of a dog, showing both eyes, both ears, nose and mouth. Shows the face of a dog smiling, with eyes open and tongue hanging out. Goo http://emojipedia.org/dog-face/"
monkey face,U+1F435,monkey face,"The face of a monkey. Similar to the monkey emoji, but only showing the head, and not the entire body. Monkey Face was approved as part of U http://emojipedia.org/monkey-face/"
horse face,U+1F434,horse face,"A horse’s head, shown facing forward or to the left of screen on most platforms. Looks to the right on Facebook. Distinct from the horse emo http://emojipedia.org/horse-face/"
hot springs,U+2668,hotsprings steaming springs hot,Representation of hot springs with steam rising from a circular tub. This is the common symbol used to represent an onsen on maps in Japan.  http://emojipedia.org/hot-springs/
